header,fname,lname,name,citizen,village,sex,age,yob,status,hired,leader,deputy,sherpa,tibetan,abovebc,success,solo,traverse,ski,o2used,o2none,smtcnt,msmtdate1,msmttime1,dsmttime1,msmtdate2,msmttime2,dsmttime2,msmtdate3,msmttime3,dsmttime3,claimed,disputed,inj,death,deathdate,deathtime,ddthtime,deathtype,deathclass,deathhgtm,ams,weather,mperhighpt,mperhighdt,msmtbid,msmtterm,yearseas,peakid,expid,membid,host,route1,route2,comrte,stdrte,agency,agntid,myear,mseason,maxatt,att1st
,Wangchukal (Onjukal),Sherpa,Wangchukal (Onjukal) Sherpa (Yamakani),Nepal, (Yamakani),M,32,1980,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,19-05-2012,0705,7.08,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-32,08,1,S Col-SE Ridge,,1,1,Tseringma Treks,,2012,1,0,FALSE
,Wangdi,Sherpa,Wangdi Sherpa (Shyama-4),Nepal, (Shyama-4),M,23,1989,H-A Worker,1,0,0,1,0,1,1,0,0,0,1,0,1,25-05-2012,0615,6.25,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 25,5, 1,2012 Spr,EVER,EVER-121-16,14,1,S Col-SE Ridge,,1,1,Summit Nepal Trekking,,2012,1,0,FALSE
,David Mark,Shuttleworth,David Mark Shuttleworth,UK,,M,49,1963,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,20-05-2012,0607,6.12,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 20,5, 1,2012 Spr,EVER,EVER-121-69,09,1,S Col-SE Ridge,,1,1,Sherpa Shangri-La Trekking,,2012,1,0,TRUE
,Leanna Marie,Shuttleworth,Ms. Leanna Marie Shuttleworth,UK,,F,19,1993,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,20-05-2012,0607,6.12,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 20,5, 1,2012 Spr,EVER,EVER-121-69,10,1,S Col-SE Ridge,,1,1,Sherpa Shangri-La Trekking,,2012,1,0,TRUE
,James Frederick,Simmons,James Frederick Simmons,USA,,M,57,1954,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,0845,8.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-40,32,1,S Col-SE Ridge,,1,1,Beyul Adventure,,2012,1,0,TRUE
,Devendra,Singh,Devendra Singh,India,,M,32,1979,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,0845,8.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-23,11,2,N Col-NE Ridge,,1,1,Himalaya Expeditions,,2012,1,0,TRUE
,Kapil Ruhil,Singh,Kapil Ruhil Singh,India,,M,24,1988,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,0945,9.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-01,13,1,S Col-SE Ridge,,1,1,Asian Trekking,,2012,1,0,TRUE
,Mahavir,Singh,Mahavir Singh,India,,M,41,1970,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,25-05-2012,0330,3.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 25,5, 1,2012 Spr,EVER,EVER-121-41,07,1,S Col-SE Ridge,,1,1,Seven Summit Treks,,2012,1,0,TRUE
,Sudhir,Singh,Sudhir Singh,India,,M,37,1975,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,25-05-2012,0930,9.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 25,5, 1,2012 Spr,EVER,EVER-121-54,19,1,S Col-SE Ridge,,1,1,Rimo Expeditions,,2012,1,0,TRUE
,Virender,Singh,Virender Singh,India,,M,35,1976,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,0845,8.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-23,13,2,N Col-NE Ridge,,1,1,Himalaya Expeditions,,2012,1,0,TRUE
,Tejpal,Singh Negi,Tejpal Singh Negi,India,,M,32,1979,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,26-05-2012,0545,5.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 26,5, 1,2012 Spr,EVER,EVER-121-54,20,1,S Col-SE Ridge,,1,1,Rimo Expeditions,,2012,1,0,FALSE
,Janice Catherine,Smith,Ms. Janice Catherine Smith,Australia,,F,68,1944,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,27-05-2012,0415,4.25,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 27,5, 1,2012 Spr,EVER,EVER-121-49,04,2,N Col-NE Ridge,,1,1,Everest Parivar,,2012,1,0,TRUE
,Izabela Katarzyna,Smolokowska,Ms. Izabela Katarzyna Smolokowska,Poland,,F,47,1964,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,1010,10.17,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-75,10,1,S Col-SE Ridge,,1,1,Himalayan Guides,,2012,1,0,TRUE
,Robert Laurence (Rob),Sobecki,Robert Laurence (Rob) Sobecki,USA,,M,22,1990,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,20-05-2012,0607,6.12,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 20,5, 1,2012 Spr,EVER,EVER-121-69,12,1,S Col-SE Ridge,,1,1,Sherpa Shangri-La Trekking,,2012,1,0,TRUE
,Ratan Singh,Sonal,Ratan Singh Sonal,India,,M,44,1967,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,0845,8.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-23,15,2,N Col-NE Ridge,,1,1,Himalaya Expeditions,,2012,1,0,TRUE
,Won-Bin,Song,Won-Bin Song,S Korea,,M,44,1968,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,0705,7.08,  -   -,,0,  -   -,,0,0,0,0,1,19-05-2012,,0, 1,5,8400,1,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-32,05,1,S Col-SE Ridge,,1,1,Tseringma Treks,,2012,1,0,TRUE
,Binita,Soren,Ms. Binita Soren,India,,F,24,1987,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,26-05-2012,0650,6.83,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 26,5, 1,2012 Spr,EVER,EVER-121-01,14,1,S Col-SE Ridge,,1,1,Asian Trekking,,2012,1,0,TRUE
,Joerg Roland,Spieldenner,Joerg Roland Spieldenner,Germany,,M,48,1964,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,25-05-2012,0700,7,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 25,5, 1,2012 Spr,EVER,EVER-121-36,07,1,S Col-SE Ridge,,1,1,Expedition Himalaya,,2012,1,0,TRUE
,Peter,Sprenger,Peter Sprenger,Switzerland,,M,58,1953,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,25-05-2012,0400,4,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 25,5, 1,2012 Spr,EVER,EVER-121-68,06,2,N Col-NE Ridge,,1,1,Active Holiday Nepal Treks,,2012,1,0,TRUE
,Dean Douglas,Staples,Dean Douglas Staples,New Zealand,,M,48,1964,Deputy Leader,0,0,1,0,0,1,1,0,0,0,1,0,1,19-05-2012,1010,10.17,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-75,03,1,S Col-SE Ridge,,1,1,Himalayan Guides,,2012,1,0,FALSE
,Ueli,Steck,Ueli Steck,Switzerland,,M,35,1976,Leader,0,1,0,0,0,1,1,0,0,0,0,1,1,18-05-2012,1330,13.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 18,5, 1,2012 Spr,EVER,EVER-121-07,01,1,S Col-SE Ridge,,1,1,Royal Orchid Treks,,2012,1,0,TRUE
,John Andrew,Stephen,John Andrew Stephen,Canada,,M,44,1968,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,25-05-2012,0515,5.25,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 25,5, 1,2012 Spr,EVER,EVER-121-67,14,1,S Col-SE Ridge,,1,1,Senge Treks & Expeditions,,2012,1,0,TRUE
,Richard Michael (Richie),Stihler,Richard Michael (Richie) Stihler,Germany,,M,43,1968,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,1000,10,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-62,02,1,S Col-SE Ridge,,1,1,Thamserku Trekking,,2012,1,0,TRUE
,Robert Andersen,Sullivan Jr.,Robert Andersen Sullivan Jr.,USA,,M,45,1967,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,1145,11.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-61,05,1,S Col-SE Ridge,,1,1,Peak Promotion,,2012,1,0,TRUE
,Robert Konrad,Szymczak,Robert Konrad Szymczak,Poland,,M,34,1977,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,25-05-2012,0640,6.67,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 25,5, 1,2012 Spr,EVER,EVER-121-73,03,2,N Col-NE Ridge,,1,1,Cho Oyu Trekking,,2012,1,0,TRUE
,Christopher Stephen (Chris),Szymiec,Christopher Stephen (Chris) Szymiec,Canada,,M,38,1973,Leader,0,1,0,0,0,1,1,0,0,0,1,0,1,25-05-2012,0630,6.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 25,5, 1,2012 Spr,EVER,EVER-121-76,01,2,N Col-NE Ridge,,1,1,Himalayan Guides,,2012,1,0,FALSE
,Chatur Kumar,Tamang,Chatur Kumar Tamang,Nepal,,M,38,1973,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,20-05-2012,0530,5.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 20,5, 1,2012 Spr,EVER,EVER-121-74,03,2,N Col-NE Ridge,,1,1,Arun Treks,,2012,1,0,TRUE
,Samduk Dorje (Sanduk Dorje),Tamang,Samduk Dorje (Sanduk Dorje) Tamang (Pangboche),Nepal, (Pangboche),M,28,1983,H-A Worker,1,0,0,0,0,1,1,0,0,0,1,0,1,26-05-2012,0256,2.93,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 26,5, 1,2012 Spr,EVER,EVER-121-40,59,1,S Col-SE Ridge,,1,1,Beyul Adventure,,2012,1,0,FALSE
,Sukra Bahadur,Tamang,Sukra Bahadur Tamang (Sotang-6),Nepal, (Sotang-6),M,32,1979,H-A Worker,1,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,0600,6,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-10,14,1,S Col-SE Ridge,,1,1,Himalayan Guides,,2012,1,0,TRUE
,Shrihari Ashok,Tapkir,Shrihari Ashok Tapkir,India,,M,28,1983,Leader,0,1,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,0630,6.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-42,01,1,S Col-SE Ridge,,1,1,Seven Summit Treks,,2012,1,0,TRUE
,Tenpa,Tashi,Tenpa Tashi,India,,M,29,1982,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,25-05-2012,0730,7.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 25,5, 1,2012 Spr,EVER,EVER-121-21,05,1,S Col-SE Ridge,,1,1,Himalaya Expeditions,,2012,1,0,TRUE
,Thakpa,Tenzing,Thakpa Tenzing,India,,M,29,1982,Climber,0,0,0,0,0,1,1,0,0,0,0,1,1,25-05-2012,0630,6.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 25,5, 1,2012 Spr,EVER,EVER-121-21,06,1,S Col-SE Ridge,,1,1,Himalaya Expeditions,,2012,1,0,TRUE
,Ganesh (Subin),Thakuri,Ganesh (Subin) Thakuri,Nepal,,M,29,1982,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,1100,11,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-47,02,1,S Col-SE Ridge,,1,1,Utmost Adventure,,2012,1,0,TRUE
,Praveen,Thapa,Praveen Thapa,India,,M,35,1976,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,25-05-2012,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 25,5, 1,2012 Spr,EVER,EVER-121-54,23,1,S Col-SE Ridge,,1,1,Rimo Expeditions,,2012,1,0,TRUE
,Jagannath,Timilsina,Jagannath Timilsina,Nepal,,M,0,,Leader,0,1,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-86,01,1,S Col-SE Ridge,,1,1,Seven Summit Treks,,2012,1,0,TRUE
,Gia,Tortladze,Gia Tortladze,Georgia,,M,51,1960,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,1045,10.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-01,16,1,S Col-SE Ridge,,1,1,Asian Trekking,,2012,1,0,FALSE
,Tsogzolmaa,Tseren,Ms. Tsogzolmaa Tseren,Mongolia,,F,54,1958,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,1000,10,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-58,05,1,S Col-SE Ridge,,1,1,Himalayan Human Adventure,,2012,1,0,TRUE
,Tamding,Tsewang,Tamding Tsewang,India,,M,26,1986,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,25-05-2012,0730,7.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 25,5, 1,2012 Spr,EVER,EVER-121-21,07,1,S Col-SE Ridge,,1,1,Himalaya Expeditions,,2012,1,0,TRUE
,Samuel Werner,Urech,Samuel Werner Urech,Switzerland,,M,44,1967,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,25-05-2012,0400,4,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 25,5, 1,2012 Spr,EVER,EVER-121-68,07,2,N Col-NE Ridge,,1,1,Active Holiday Nepal Treks,,2012,1,0,TRUE
,Sebastian Ignacio (Pollo),Varela Contador,Sebastian Ignacio (Pollo) Varela Contador,Chile,,M,35,1976,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,18-05-2012,1330,13.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 18,5, 1,2012 Spr,EVER,EVER-121-46,10,1,S Col-SE Ridge,,1,1,Sherpa Shangri-La Trekking,,2012,1,0,TRUE
,Juan Jose,Varela Eluchans,Juan Jose Varela Eluchans,Chile,,M,29,1982,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,18-05-2012,1330,13.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 18,5, 1,2012 Spr,EVER,EVER-121-46,11,1,S Col-SE Ridge,,1,1,Sherpa Shangri-La Trekking,,2012,1,0,TRUE
,Pedro,Vidal Garcia-Huidobro,Pedro Vidal Garcia-Huidobro,Chile,,M,53,1959,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,18-05-2012,1330,13.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 18,5, 1,2012 Spr,EVER,EVER-121-46,12,1,S Col-SE Ridge,,1,1,Sherpa Shangri-La Trekking,,2012,1,0,TRUE
,Yong-Gan,Wang,Yong-Gan Wang,China,,M,0,,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,0545,5.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-88,13,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2012,1,0,TRUE
,Tamae,Watanabe,Ms. Tamae Watanabe,Japan,,F,73,1938,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,0700,7,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-02,10,2,N Col-NE Ridge,,1,1,Asian Trekking,,2012,1,0,FALSE
,Kurt Alan,Wedberg,Kurt Alan Wedberg,USA,,M,45,1966,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,0845,8.75,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-40,34,1,S Col-SE Ridge,,1,1,Beyul Adventure,,2012,1,0,FALSE
,Diego,Wellig,Diego Wellig,Switzerland,,M,50,1961,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,25-05-2012,0400,4,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 25,5, 1,2012 Spr,EVER,EVER-121-68,08,2,N Col-NE Ridge,,1,1,Active Holiday Nepal Treks,,2012,1,0,FALSE
,Leif Roberts,Whittaker,Leif Roberts Whittaker,USA,,M,27,1985,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,26-05-2012,0930,9.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 26,5, 1,2012 Spr,EVER,EVER-121-33,04,1,S Col-SE Ridge,,1,1,Senge Treks & Expeditions,,2012,1,0,FALSE
,Charles Scott,Woolums,Charles Scott Woolums,USA,,M,54,1957,Leader,0,1,0,0,0,1,1,0,0,0,1,0,1,25-05-2012,0700,7,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 25,5, 1,2012 Spr,EVER,EVER-121-36,01,1,S Col-SE Ridge,,1,1,Expedition Himalaya,,2012,1,0,FALSE
,Samuel Clare Peter (Sam),Wyatt,Samuel Clare Peter (Sam) Wyatt,Canada,,M,39,1972,Leader,0,1,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,0600,6,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-91,01,2,N Col-NE Ridge,,1,1,Himalayan Guides,,2012,1,0,TRUE
,Ming,Yang,Ming Yang,China,,M,40,,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,0632,6.53,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-88,15,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2012,1,0,TRUE
,Rahul Balu,Yelange,Rahul Balu Yelange,India,,M,26,1985,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,1030,10.5,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-43,13,1,S Col-SE Ridge,,1,1,Peak Promotion,,2012,1,0,TRUE
,Dariusz Jerzy,Zaluski,Dariusz Jerzy Zaluski,Poland,,M,52,1959,Leader,0,1,0,0,0,1,1,0,0,0,1,0,1,25-05-2012,0655,6.92,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 25,5, 1,2012 Spr,EVER,EVER-121-73,01,2,N Col-NE Ridge,,1,1,Cho Oyu Trekking,,2012,1,0,FALSE
,Xue-Zhi,Zeng,Ms. Xue-Zhi Zeng,China,,F,41,,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,,0,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-88,16,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2012,1,0,TRUE
,Wei-Xian,Zhang,Wei-Xian Zhang,China,,M,0,,Climber,0,0,0,0,0,1,1,0,0,0,1,0,1,19-05-2012,0615,6.25,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 19,5, 1,2012 Spr,EVER,EVER-121-88,18,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2012,1,0,TRUE
,Chimi Tashi (Qimi Zhaxi),,Chimi Tashi (Qimi Zhaxi),China,,M,26,1987,Rope Team/H-A Assistant,1,0,0,0,1,1,1,0,0,0,1,0,2,10-05-2013,,0,17-05-2013,,10.33,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 10,5, 1,2013 Spr,EVER,EVER-131-11,27,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2013,1,0,FALSE
,Dompa (Dunba),,Dompa (Dunba),China,,M,29,1983,H-A Assistant,1,0,0,0,1,1,1,0,0,0,1,0,1,17-05-2013,1020,10.33,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2013 Spr,EVER,EVER-131-11,46,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2013,1,0,FALSE
,Dorje Tsering (Duoji Ciren),,Dorje Tsering (Duoji Ciren),China,,M,28,1984,Rope Team/H-A Assistant,1,0,0,0,1,1,1,0,0,0,1,0,2,10-05-2013,,0,17-05-2013,,10.33,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 10,5, 1,2013 Spr,EVER,EVER-131-11,29,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2013,1,0,FALSE
,"Karsang (Gesang, Kelsang)",,"Karsang (Gesang, Kelsang)",China,,M,29,1984,H-A Assistant,1,0,0,0,1,1,1,0,0,0,1,0,1,17-05-2013,1020,10.33,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2013 Spr,EVER,EVER-131-11,48,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2013,1,0,FALSE
,"Kedup (Kezhu, Ketsu)",,"Kedup (Kezhu, Ketsu)",China,,M,25,1988,H-A Assistant,1,0,0,0,1,1,1,0,0,0,1,0,1,17-05-2013,1020,10.33,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2013 Spr,EVER,EVER-131-11,50,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2013,1,0,FALSE
,Mingma Dhondup,,Mingma Dhondup,China,,M,0,,H-A Assistant,1,0,0,0,1,1,1,0,0,0,1,0,1,17-05-2013,1020,10.33,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2013 Spr,EVER,EVER-131-11,52,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2013,1,0,TRUE
,Mingma Dorje,,Mingma Dorje,China,,M,23,1990,H-A Assistant,1,0,0,0,1,1,1,0,0,0,1,0,1,17-05-2013,1020,10.33,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2013 Spr,EVER,EVER-131-11,31,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2013,1,0,TRUE
,Ngawang Dorje,,Ngawang Dorje,China,,M,27,1985,H-A Assistant,1,0,0,0,1,1,1,0,0,0,1,0,1,17-05-2013,1020,10.33,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2013 Spr,EVER,EVER-131-11,32,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2013,1,0,FALSE
,Ngawang Tenzing (Awang Denzing),,Ngawang Tenzing (Awang Denzing),China,,M,28,1984,H-A Assistant,1,0,0,0,1,1,1,0,0,0,1,0,1,17-05-2013,1020,10.33,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2013 Spr,EVER,EVER-131-11,47,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2013,1,0,FALSE
,Ngodup (Ou Zhu),,Ngodup (Ou Zhu),China,,M,28,1984,H-A Assistant,1,0,0,0,1,1,1,0,0,0,1,0,1,17-05-2013,1020,10.33,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2013 Spr,EVER,EVER-131-11,49,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2013,1,0,FALSE
,Norbu (Big),,Norbu (Big),China,,M,27,1985,H-A Assistant,1,0,0,0,1,1,1,0,0,0,1,0,1,17-05-2013,1020,10.33,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2013 Spr,EVER,EVER-131-11,53,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2013,1,0,FALSE
,Pasang Tarke (Basang Taqu),,Pasang Tarke (Basang Taqu),China,,M,34,1978,H-A Assistant,1,0,0,0,1,1,1,0,0,0,1,0,1,17-05-2013,1020,10.33,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2013 Spr,EVER,EVER-131-11,42,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2013,1,0,FALSE
,Pemba (Bianba),,Pemba (Bianba),China,,M,30,1982,H-A Assistant,1,0,0,0,1,1,1,0,0,0,1,0,1,17-05-2013,1020,10.33,  -   -,,0,  -   -,,0,0,0,0,0,  -   -,,0,0,0,0,0,0,8849,May 17,5, 1,2013 Spr,EVER,EVER-131-11,45,2,N Col-NE Ridge,,1,1,Holy Mountain Adventure,,2013,1,0,FALSE
